job_id,skill,importance
34,Jornada intensiva los viernes,benefit
34,Jornada intensiva verano (15 junio - 15 septiembre),benefit
34,Modelo de trabajo híbrido,benefit
34,Fruta en oficina,benefit
34,29 días hábiles de vacaciones,benefit
34,Plan de pensiones,benefit
34,Seguro de salud,benefit
34,Seguro de vida,benefit
34,Ticket restaurante,benefit
34,Retribución flexible (guardería y/o transporte),benefit
35,Python,must
35,R,must
35,Java,must
35,TensorFlow,must
35,PyTorch,must
35,Scikit-learn,must
35,LLM,must
35,APIs,must
35,fine-tuning,must
35,RAG,must
35,prompt engineering,must
35,Python,tech_stack
35,R,tech_stack
35,Java,tech_stack
35,TensorFlow,tech_stack
35,PyTorch,tech_stack
35,Scikit-learn,tech_stack
35,Proactividad,soft_skill
35,Curiosidad tecnológica,soft_skill
35,Capacidad analítica,soft_skill
35,English,language
36,Power Platform,must
36,Python,must
36,SQL,must
36,Ofimática avanzada,must
36,Python,tech_stack
36,SQL,tech_stack
36,Power Platform,tech_stack
36,Capacidad analítica,soft_skill
36,Proactividad,soft_skill
36,Confidencialidad,soft_skill
36,Trabajo en equipo,soft_skill
36,Habilidades de comunicación,soft_skill
36,English,language
36,German,language
36,Salario competitivo,benefit
36,Transporte colectivo a centros de trabajo,benefit
36,Modelo de trabajo mixto (2 días teletrabajo por semana),benefit
36,Servicio de comedor subvencionado,benefit
36,Acceso a la red de centros médicos de SEAT,benefit
36,Seguro colectivo de vida,benefit
36,Plan de pensiones a partir del 2.º mes,benefit
36,Descuentos en compra y leasing de vehículos SEAT,benefit
36,Posibilidad de préstamo personal a partir del segundo año,benefit
36,Formación continua a través de plataforma interna de Learning,benefit
36,Actividades y descuentos para empleados,benefit
37,Python,must
37,Machine Learning,must
37,AI Generative,nice
37,Python,tech_stack
37,23 días de vacaciones,benefit
37,Formación continua,benefit
37,Acceso a certificaciones y partners tecnológicos,benefit
37,Seguro de vida y accidentes,benefit
37,"Retribución flexible (seguro médico, cheques guardería, transporte, comida y formación)",benefit
37,Acceso a Privilege Club,benefit
37,Onboarding personalizado,benefit
37,Oficina con espacios de ocio,benefit
38,.NET,must
38,Azure,must
38,Visual Studio,must
38,Langchain,must
38,Azure AI Search,must
38,TensorFlow,must
38,Azure Bot Framework,must
38,Power Virtual Agents,must
38,Copilot Studio,must
38,Vector databases,must
38,"AI model development (Hugging Face, OpenAI, Claude)",must
38,Python,nice
38,AI-900 certification,nice
38,AI-102 certification,nice
38,.NET,tech_stack
38,Azure,tech_stack
38,Visual Studio,tech_stack
38,Python,tech_stack
38,Langchain,tech_stack
38,Azure AI Search,tech_stack
38,TensorFlow,tech_stack
38,Azure Bot Framework,tech_stack
38,Power Virtual Agents,tech_stack
38,Copilot Studio,tech_stack
38,Hugging Face,tech_stack
38,OpenAI,tech_stack
38,Claude,tech_stack
38,Vector databases,tech_stack
38,Leadership,soft_skill
38,Team management,soft_skill
38,Communication,soft_skill
38,Autonomous,soft_skill
38,Entrepreneurial,soft_skill
38,Innovative,soft_skill
38,Results oriented,soft_skill
38,Contrato indefinido,benefit
38,Hybrid work,benefit
38,Tarjeta restaurante,benefit
38,Smart working budget,benefit
38,Microsoft certifications,benefit
38,Plan de Reference Reward,benefit
38,23 días laborables de vacaciones,benefit
38,Eventos corporativos anuales,benefit
38,Acceso al Club de Beneficios,benefit
38,Comida Healthy en oficina,benefit
38,Webinars online,benefit
39,Customer Experience,must
39,Technical Support,must
39,Data Analysis,must
39,JSON,must
39,Zapier,must
39,Communication,must
39,Zapier,tech_stack
39,OpenAI,tech_stack
39,Teamwork,soft_skill
39,Adaptability,soft_skill
39,Passion for technology and innovation,soft_skill
39,Excellent verbal and written communication,soft_skill
39,"Language Classes (English, Portuguese, Spanish)",benefit
39,OpenAI Premium License,benefit
39,Paid Time Off: 25 days/year,benefit
39,Soft Hybrid Work (3 days/month in Co-Work offices),benefit
40,NLP,must
40,Azure Cognitive Services,must
40,Azure Search,must
40,OpenAI,must
40,Google Bard,must
40,Python,must
40,C#,must
40,Software Engineering,must
40,CI/CD,must
40,On-premise,must
40,Cloud,must
40,Python,tech_stack
40,C#,tech_stack
40,Azure Cognitive Services,tech_stack
40,Azure Search,tech_stack
40,OpenAI,tech_stack
40,Google Bard,tech_stack
40,Azure,tech_stack
40,AWS,tech_stack
40,Google Cloud,tech_stack
41,Computer Vision,must
41,Deep Learning,must
41,TensorFlow,must
41,PyTorch,must
41,OpenCV,must
41,AWS,must
41,CI/CD,must
41,SLA management,must
41,Project management,must
41,TensorFlow,tech_stack
41,PyTorch,tech_stack
41,OpenCV,tech_stack
41,AWS,tech_stack
41,Leadership,soft_skill
41,Communication,soft_skill
41,Project management,soft_skill
41,English (C1),language
41,Competitive salary,benefit
41,Equity/stock options,benefit
41,Flexible hours,benefit
41,Remote/hybrid work,benefit
41,Collaborative environment,benefit
42,Python,must
42,IA generativa,must
42,"Modelos LLM (GPT, Llama, Mistral)",must
42,Ollama,must
42,vLLM,must
42,Hugging Face Transformers,must
42,APIs REST,must
42,Docker,must
42,Git,must
42,Python,tech_stack
42,GPT,tech_stack
42,Llama,tech_stack
42,Mistral,tech_stack
42,LangChain,tech_stack
42,Hugging Face,tech_stack
42,Ollama,tech_stack
42,vLLM,tech_stack
42,Docker,tech_stack
42,Git,tech_stack
42,REST APIs,tech_stack
42,Plan de formación continua,benefit
42,Acceso a plataforma e‑learning,benefit
42,Plan de carrera con referente de Randstad Digital,benefit
42,Horario flexible,benefit
42,23 días de vacaciones,benefit
42,Salario competitivo,benefit
42,Plan de retribución flexible (tarjeta restaurante y cheques guardería),benefit
42,Randstad Care (ofertas y descuentos exclusivos),benefit
43,Redacción de textos,must
43,ChatGPT,must
43,Herramientas de IA,must
43,LLM,must
43,Ingeniería del prompt,must
43,CRM,must
43,Formación superior en Datos,nice
43,Formación superior en IA,nice
43,ChatGPT,tech_stack
43,LLM,tech_stack
43,CRM,tech_stack
43,Vocación de servicio,soft_skill
43,Altas dotes comunicativas,soft_skill
43,Creatividad,soft_skill
43,Trabajo en equipo,soft_skill
44,Python,must
44,Generative AI,must
44,SQL,must
44,NoSQL,must
44,Python,tech_stack
44,LangChain,tech_stack
44,LlamaIndex,tech_stack
44,SQL,tech_stack
44,NoSQL,tech_stack
44,Hybrid/Remote work,benefit
44,High impact projects,benefit
44,Diversity and inclusion,benefit
45,Python,must
45,Generative AI,must
45,LangChain,must
45,LlamaIndex,must
45,SQL,must
45,NoSQL,must
45,Python,tech_stack
45,LangChain,tech_stack
45,LlamaIndex,tech_stack
45,SQL,tech_stack
45,NoSQL,tech_stack
46,Python,must
46,IA Generativa,must
46,SQL,must
46,NoSQL,must
46,Python,tech_stack
46,LangChain,tech_stack
46,LlamaIndex,tech_stack
46,SQL,tech_stack
46,NoSQL,tech_stack
46,Trabajo híbrido,benefit
46,Trabajo remoto,benefit
47,Python,must
47,IA Generativa,must
47,SQL,must
47,NoSQL,must
47,LangChain,must
47,LlamaIndex,must
47,Python,tech_stack
47,LangChain,tech_stack
47,LlamaIndex,tech_stack
47,SQL,tech_stack
47,NoSQL,tech_stack
47,modalidad híbrida,benefit
47,modalidad remota,benefit
47,Top Employer,benefit
48,Python,must
48,IA Generativa,must
48,SQL,must
48,NoSQL,must
48,LangChain,must
48,LlamaIndex,must
48,Python,tech_stack
48,LangChain,tech_stack
48,LlamaIndex,tech_stack
48,SQL,tech_stack
48,NoSQL,tech_stack
48,Trabajo híbrido,benefit
48,Trabajo remoto,benefit
48,Diversidad e inclusión,benefit
48,Top Employer,benefit
49,Python,must
49,Generative AI,must
49,SQL,must
49,NoSQL,must
49,LangChain,must
49,LlamaIndex,must
49,Python,tech_stack
49,LangChain,tech_stack
49,LlamaIndex,tech_stack
49,SQL,tech_stack
49,NoSQL,tech_stack
49,Trabajo híbrido o remoto,benefit
49,Ambiente diverso e inclusivo,benefit
49,Proyectos de alto impacto,benefit
50,Inteligencia Artificial,must
50,Aprendizaje automático,must
50,Analítica de datos,must
50,Automatización de procesos,must
50,Diseño de estrategias de IA,must
50,Asesoramiento técnico y normativo en IA,must
50,Comunicación,must
50,Liderazgo,must
50,Gestión del cambio,must
50,Experiencia en oficinas de innovación,nice
50,Experiencia en laboratorios de inteligencia artificial,nice
50,Comunicación,soft_skill
50,Liderazgo,soft_skill
50,Gestión del cambio,soft_skill
50,Trabajo en equipo,soft_skill
50,Capacitación,soft_skill
50,Flexibilidad laboral,benefit
50,Teletrabajo,benefit
50,Vacaciones por puntos,benefit
50,Seguro médico privado,benefit
50,Seguro de vida,benefit
50,Entrenador personal,benefit
50,Programa de wellbeing,benefit
50,Actividades en la naturaleza,benefit
50,Campeonatos deportivos,benefit
50,Suscripción a plataforma streaming (Netflix),benefit
50,Bono de beneficios,benefit
51,Python,must
51,Docker,must
51,Git,must
51,GitHub,must
51,GitLab,must
51,Metodologías ágiles,must
51,Liderazgo,must
51,Comunicación,must
51,Gestión de proyectos,must
51,TensorRT,nice
51,vLLM,nice
51,Compresión de modelos,nice
51,Optimización de inferencia,nice
51,Evaluación de sistemas IA Generativa,nice
51,RAG,nice
51,IA Agente,nice
51,Python,tech_stack
51,Docker,tech_stack
51,Git,tech_stack
51,GitHub,tech_stack
51,GitLab,tech_stack
51,LLM,tech_stack
51,RAG,tech_stack
51,TensorRT,tech_stack
51,vLLM,tech_stack
51,Liderazgo,soft_skill
51,Comunicación,soft_skill
51,Trabajo en equipo,soft_skill
51,Gestión del tiempo,soft_skill
51,Atención al detalle,soft_skill
51,Motivación,soft_skill
51,Organización,soft_skill
51,Español,language
51,Inglés,language
51,Plan de carrera y desarrollo profesional,benefit
51,Modalidad de trabajo híbrida,benefit
51,Salario competitivo,benefit
51,Variable anual vinculado a la consecución de objetivos,benefit
52,Python,must
52,Docker,must
52,Git,must
52,GitHub,must
52,GitLab,must
52,Agile methodologies,must
52,Deep learning,must
52,Generative AI,must
52,Retrieval Augmented Generation (RAG),must
52,AI Agent development,must
52,LLM fine-tuning,must
52,LLM alignment,must
52,Model pruning,must
52,Model compression,must
52,Cloud deployment,must
52,TensorRT,nice
52,vLLM,nice
52,Evaluation of generative AI systems with live data,nice
52,Python,tech_stack
52,Docker,tech_stack
52,Git,tech_stack
52,GitHub,tech_stack
52,GitLab,tech_stack
52,TensorRT,tech_stack
52,vLLM,tech_stack
52,Leadership,soft_skill
52,Communication,soft_skill
52,Interpersonal,soft_skill
52,Organizational,soft_skill
52,Time management,soft_skill
52,Attention to detail,soft_skill
52,Collaboration,soft_skill
52,Spanish,language
52,English,language
52,Plan de carrera y desarrollo profesional,benefit
52,Modalidad de trabajo híbrida,benefit
52,Salario competitivo,benefit
52,Variable anual vinculado a la consecución de objetivos,benefit
53,Java,must
53,Python,must
53,Hadoop,must
53,Cloudera,must
53,Kubernetes,must
53,Ansible,must
53,Linux administration,nice
53,Open Source participation,nice
53,Docker,nice
53,Azure,nice
53,AWS,nice
53,Apache,nice
53,Apache Tomcat,nice
53,MySQL,nice
53,Eclipse,nice
53,Gitlab,nice
53,Jenkins,nice
53,Ant,nice
53,Maven,nice
53,Nexus,nice
53,Agile methodologies,nice
53,English,nice
53,Java,tech_stack
53,Python,tech_stack
53,Hadoop,tech_stack
53,Cloudera Data Platform,tech_stack
53,Kubernetes,tech_stack
53,Docker,tech_stack
53,Ansible,tech_stack
53,Terraform,tech_stack
53,NiFi,tech_stack
53,Flink,tech_stack
53,Spark,tech_stack
53,PyTorch,tech_stack
53,TensorFlow,tech_stack
53,MySQL,tech_stack
53,Apache,tech_stack
53,Apache Tomcat,tech_stack
53,Azure,tech_stack
53,AWS,tech_stack
53,Linux,tech_stack
53,Gitlab,tech_stack
53,Jenkins,tech_stack
53,Maven,tech_stack
53,Ant,tech_stack
53,Nexus,tech_stack
53,Problem solving,soft_skill
53,Business understanding,soft_skill
53,Technical analysis,soft_skill
53,Team collaboration,soft_skill
53,Agile mindset,soft_skill
53,Communication,soft_skill
53,English,language
53,Certification and training program,benefit
53,Masterclasses,benefit
53,Conference and event attendance,benefit
53,Flexible working hours,benefit
53,Remote or hybrid work option,benefit
53,Intensive Fridays,benefit
53,Summer intensive schedule,benefit
53,Flexible lunch break,benefit
53,Performance and salary reviews every 6 months,benefit
53,Medical insurance after first year,benefit
53,23 vacation days,benefit
53,Inclusion support for persons with disability,benefit
54,Python,must
54,AWS,must
54,GCP,must
54,Azure,must
54,Docker,nice
54,Kubernetes,nice
54,VoIP,nice
54,Python,tech_stack
54,AWS,tech_stack
54,GCP,tech_stack
54,Azure,tech_stack
54,Docker,tech_stack
54,Kubernetes,tech_stack
54,VoIP,tech_stack
54,PBX,tech_stack
54,SIP,tech_stack
54,RPC,tech_stack
55,Python,must
55,Microservices,must
55,LangChain,must
55,LangGraph,must
55,AWS,nice
55,Python,tech_stack
55,LangChain,tech_stack
55,LangGraph,tech_stack
55,AWS,tech_stack
55,English,language
55,Remote work (100% remote),benefit
55,Indefinite contract,benefit
55,"Salary 38,000-45,000 EUR per year",benefit
55,Full-time schedule,benefit
55,Collaborative work environment,benefit
55,Continuous training,benefit
55,Employee benefits club,benefit
55,23 vacation days,benefit
56,Python,must
56,SQL,must
56,NLP,must
56,English,must
56,Computer Vision,must
56,TensorFlow,nice
56,PyTorch,nice
56,Big Data,nice
56,RESTful APIs,nice
56,Docker,nice
56,CI/CD,nice
56,Git,nice
56,Azure,nice
56,Azure Machine Learning,nice
56,TensorFlow Lite,nice
56,gRPC,nice
56,Unit Testing,nice
56,Object-Oriented Programming,nice
56,Recommendation Systems,nice
56,Unsupervised Learning,nice
56,Ranking Systems,nice
56,Python,tech_stack
56,SQL,tech_stack
56,TensorFlow,tech_stack
56,PyTorch,tech_stack
56,Azure,tech_stack
56,Docker,tech_stack
56,Git,tech_stack
56,CI/CD,tech_stack
56,gRPC,tech_stack
56,TensorFlow Lite,tech_stack
56,RESTful APIs,tech_stack
56,Agile,soft_skill
56,Teamwork,soft_skill
56,Project Ownership,soft_skill
56,Communication,soft_skill
56,English,language
56,Flexible schedule,benefit
56,Remote work (optional),benefit
56,35 hours per week,benefit
56,Medical and dental insurance,benefit
56,Training and equipment budget,benefit
56,Microsoft certifications,benefit
56,English lessons,benefit
56,Birthday day off,benefit
56,Monthly utility bonus,benefit
56,Gym discount,benefit
56,Team building events,benefit
56,"Additional perks (events, welcome pack, baby basket, Christmas basket, discount portal)",benefit
57,Python,must
57,Azure,must
57,AWS,must
57,Git,must
57,SQL,must
57,Elasticsearch,must
57,MongoDB,must
57,Redis,must
57,TensorFlow,must
57,PyTorch,must
57,Hugging Face,must
57,NLP,must
57,Computer Vision,must
57,CNN,must
57,RNN,must
57,Transformers,must
57,LLMs,must
57,Generative AI,must
57,Statistics,must
57,Data Mining,must
57,Machine Learning,must
57,Deep Learning,must
57,Spanish,must
57,English,must
57,Docker,nice
57,Kubernetes,nice
57,Software development lifecycle,nice
57,Industrial generative AI,nice
57,Search engine development,nice
57,Anomaly detection,nice
57,SHAP,nice
57,Lime,nice
57,Anchors,nice
57,Python,tech_stack
57,Azure,tech_stack
57,AWS,tech_stack
57,Git,tech_stack
57,SQL,tech_stack
57,Elasticsearch,tech_stack
57,MongoDB,tech_stack
57,Redis,tech_stack
57,TensorFlow,tech_stack
57,PyTorch,tech_stack
57,Hugging Face,tech_stack
57,Docker,tech_stack
57,Kubernetes,tech_stack
57,SHAP,tech_stack
57,Lime,tech_stack
57,Anchors,tech_stack
57,Interpersonal communication,soft_skill
57,Customer orientation,soft_skill
57,Goal achievement,soft_skill
57,Teamwork,soft_skill
57,Precision,soft_skill
57,Stress tolerance,soft_skill
57,Spanish,language
57,English,language
59,Python,must
59,C++,must
59,Rust,must
59,Jupyter Notebooks,must
59,TensorFlow,must
59,PyTorch,must
59,Keras,must
59,scikit-learn,must
59,MITRE,must
59,NIST,must
59,CACAO,must
59,Máster en ciberseguridad industrial,nice
59,Doctorado,nice
59,Publicaciones científicas,nice
59,Técnicas de IA predictiva,nice
59,Técnicas de IA generativa,nice
59,Python,tech_stack
59,C++,tech_stack
59,Rust,tech_stack
59,Jupyter Notebooks,tech_stack
59,TensorFlow,tech_stack
59,PyTorch,tech_stack
59,Keras,tech_stack
59,scikit-learn,tech_stack
59,MITRE,tech_stack
59,NIST,tech_stack
59,CACAO,tech_stack
59,Creatividad,soft_skill
59,Proactividad,soft_skill
59,Responsabilidad,soft_skill
59,Meticulosidad,soft_skill
59,Resolución,soft_skill
59,Trabajo en equipo,soft_skill
59,Habilidades interpersonales,soft_skill
59,Capacidad de interlocución con clientes,soft_skill
59,Inglés,language
59,Castellano,language
59,Medidas de conciliación vida personal y profesional,benefit
59,Ambiente multicultural,benefit
59,Desarrollo profesional,benefit
60,Liderazgo de equipos de análisis de datos/IA,must
60,"Definición de metodologías, gobernanza y estándares de servicio",must
60,Social Listening y analítica de RRSS,must
60,Conocimiento de Salesforce Marketing Cloud y ecosistema CRM,must
60,Administración de bases de datos SQL y NoSQL,must
60,Diseño de modelos de datos y aseguramiento de calidad de datos,must
60,Desarrollo e integración de APIs y conectores de redes sociales,must
60,Implementación de soluciones de IA end-to-end,must
60,Seguridad y manejo de datos sensibles,must
60,Programación en Python,nice
60,Programación en R,nice
60,Construcción de pipelines (APIs/ETL/ELT),nice
60,Orquestación con Airflow,nice
60,Orquestación con Prefect,nice
60,Versionado con Git,nice
60,Soluciones en la nube AWS,nice
60,Soluciones en la nube GCP,nice
60,Soluciones en la nube Azure,nice
60,Visualización con Tableau,nice
60,Visualización con Power BI,nice
60,Visualización con D3.js,nice
60,Modelado causal,nice
60,Diseño de experimentos y evaluación de impacto,nice
60,Python,tech_stack
60,R,tech_stack
60,SQL,tech_stack
60,NoSQL,tech_stack
60,Salesforce Marketing Cloud,tech_stack
60,AWS,tech_stack
60,GCP,tech_stack
60,Azure,tech_stack
60,Airflow,tech_stack
60,Prefect,tech_stack
60,Git,tech_stack
60,Tableau,tech_stack
60,Power BI,tech_stack
60,D3.js,tech_stack
60,APIs,tech_stack
60,ETL,tech_stack
60,ELT,tech_stack
60,Data Lake,tech_stack
60,Data Warehouse,tech_stack
60,Storytelling ejecutivo,soft_skill
60,Comunicación clara,soft_skill
60,Gestión de talento,soft_skill
60,Mentoring,soft_skill
60,Hiring y onboarding,soft_skill
60,Evaluación de desempeño,soft_skill
60,Trabajo en equipos multidisciplinarios,soft_skill
60,Orientación a resultados,soft_skill
60,Análisis avanzado,soft_skill
60,Gestión de proyectos complejos,soft_skill
61,Microsoft 365,must
61,Office 365,must
61,Copilot M365,must
61,MS Power Platform,must
61,Copilot Studio,must
61,Change Management,must
61,Microsoft 365,tech_stack
61,Office 365,tech_stack
61,Copilot M365,tech_stack
61,MS Power Platform,tech_stack
61,Copilot Studio,tech_stack
61,Buena comunicación,soft_skill
62,Power Automate,must
62,Power Apps,must
62,AI Builder,must
62,Copilot Studio,must
62,Dataverse,must
62,Azure AI,must
62,SharePoint,must
62,SQL Server,must
62,SAP,must
62,Azure DevOps,must
62,UiPath,nice
62,Power Automate,tech_stack
62,Power Apps,tech_stack
62,AI Builder,tech_stack
62,Copilot Studio,tech_stack
62,Dataverse,tech_stack
62,Azure AI,tech_stack
62,SharePoint,tech_stack
62,SQL Server,tech_stack
62,SAP,tech_stack
62,Azure DevOps,tech_stack
62,colaboración,soft_skill
62,comunicación,soft_skill
62,aprendizaje continuo,soft_skill
62,trabajo en equipo,soft_skill
62,mentoría,soft_skill
62,Formación continua y certificaciones oficiales,benefit
62,Flexibilidad y trabajo por objetivos,benefit
62,Entorno colaborativo,benefit
62,Proyectos de impacto,benefit
63,Integración de plataformas CCTV,must
63,Analíticas avanzadas de video,must
63,"Redes IP (VLAN, gateways, NAT, troubleshooting)",must
63,Gestión de tickets y SLA,must
63,Comunicación,must
63,Organización,must
63,Atención al detalle,must
63,"Certificaciones Axis, Hikvision, Avigilon, Milestone, CCNA",nice
63,"Scripting (PowerShell, Python)",nice
63,"Familiaridad con ITIL y marcos de seguridad (ISO 27001, NIS2)",nice
63,Experiencia en entornos de alta demanda y despliegues multi‑site,nice
63,Milestone,tech_stack
63,Hikvision,tech_stack
63,Avigilon,tech_stack
63,Axis,tech_stack
63,Python,tech_stack
63,PowerShell,tech_stack
63,IP,tech_stack
63,VLAN,tech_stack
63,NAT,tech_stack
63,Comunicación,soft_skill
63,Organización,soft_skill
63,Atención al detalle,soft_skill
63,Liderazgo,soft_skill
63,Planificación,soft_skill
63,Priorización,soft_skill
63,Español,language
63,Inglés,language
63,Entorno innovador y dinámico,benefit
63,Formación y apoyo en certificaciones técnicas,benefit
63,"Proyecto con impacto real en clientes industriales, logísticos y de retail",benefit
63,Oportunidad de liderar estándares y escalar la operación,benefit
64,pasión por la tecnología y los videojuegos,must
64,proactivo,must
64,comunicativo,must
64,orientado a resultados,must
64,disponibilidad en fechas y horarios,must
64,proactivo,soft_skill
64,comunicativo,soft_skill
64,orientado a resultados,soft_skill
64,Formación completa en producto y técnicas de venta,benefit
64,Posibilidad de seguir en campañas tecnológicas de primer nivel,benefit
64,"Ambiente dinámico, innovador y con contacto directo con público gamer y tech",benefit
65,pasión por tecnología y videojuegos,must
65,proactivo/a,must
65,comunicativo/a,must
65,orientado/a a resultados,must
65,proactivo,soft_skill
65,comunicativo,soft_skill
65,orientado a resultados,soft_skill
65,Formación completa en producto y técnicas de venta,benefit
65,Posibilidad de seguir en campañas tecnológicas de primer nivel,benefit
65,Ambiente dinámico e innovador con contacto directo con público gamer y tech,benefit
65,Salario 9€/hora bruto + incentivos por objetivos,benefit
66,Proactivo/a,soft_skill
66,Comunicativo/a,soft_skill
66,Orientado/a a resultados,soft_skill
66,Trabajo con público,soft_skill
66,Formación completa en producto y técnicas de venta,benefit
66,Posibilidad de seguir en campañas tecnológicas de primer nivel,benefit
66,Ambiente dinámico e innovador,benefit
66,Salario 9€/hora + incentivos,benefit
67,proactividad,must
67,comunicación,must
67,orientación a resultados,must
67,ventas,must
67,Realidad Virtual,tech_stack
67,proactividad,soft_skill
67,comunicación,soft_skill
67,orientación a resultados,soft_skill
67,Formación remunerada,benefit
67,Formación en producto y técnicas de venta,benefit
67,Posibilidad de seguir en campañas,benefit
67,Ambiente dinámico e innovador,benefit
68,Comunicación,soft_skill
68,Proactividad,soft_skill
68,Orientación a resultados,soft_skill
68,Pasión por la tecnología,soft_skill
68,Pasión por los videojuegos,soft_skill
68,Disponibilidad horaria,soft_skill
68,Formación completa en producto y técnicas de venta,benefit
68,Oportunidad de continuar en campañas tecnológicas de primer nivel,benefit
68,"Ambiente dinámico, innovador y lleno de energía gamer",benefit
69,proactiva,soft_skill
69,comunicativa,soft_skill
69,orientada a resultados,soft_skill
69,pasión por la tecnología y los videojuegos,soft_skill
69,Formación completa en producto y técnicas de venta,benefit
69,Oportunidad de continuar en campañas tecnológicas de primer nivel,benefit
69,"Ambiente dinámico, innovador y lleno de energía gamer",benefit
70,Comunicación,soft_skill
70,Proactividad,soft_skill
70,Orientación a resultados,soft_skill
70,Formación completa en producto y técnicas de venta,benefit
70,Oportunidad de continuar en campañas tecnológicas de primer nivel,benefit
70,"Ambiente dinámico, innovador y lleno de energía gamer",benefit
71,pasión por tecnología,must
71,pasión por videojuegos,must
71,proactiva,must
71,comunicativa,must
71,orientada a resultados,must
71,disponibilidad en fechas y horarios,must
71,proactividad,soft_skill
71,comunicación,soft_skill
71,orientación a resultados,soft_skill
71,trato con el público,soft_skill
71,Formación completa en producto y técnicas de venta,benefit
71,Posibilidad de seguir en campañas tecnológicas de primer nivel,benefit
71,Ambiente dinámico e innovador,benefit
72,Cloud,must
72,Data,must
72,Artificial Intelligence,must
72,Machine Learning,must
72,DevOps,must
72,CI/CD,must
72,ETL,must
72,Cloud Governance,must
72,Data Governance,must
72,Comunicación,soft_skill
72,Presentación,soft_skill
72,Orientación al cliente,soft_skill
72,Organización,soft_skill
72,Creatividad,soft_skill
72,Compromiso,soft_skill
72,Inglés,language
72,Flexibilidad horaria,benefit
72,Trabajo remoto,benefit
72,"Plan retributivo flexible (tarjeta de comida, seguro médico privado, tickets guardería)",benefit
72,Seguro de vida y accidentes,benefit
72,Programa de bienestar físico y emocional,benefit
72,Formación y desarrollo profesional,benefit
72,"Igualdad de oportunidades, diversidad e inclusión",benefit
73,docencia,must
73,tutoría en teleformación,must
73,conocimientos en IA generativa,must
73,ChatGPT,tech_stack
73,Inteligencia Artificial Generativa,tech_stack
73,comunicación,soft_skill
73,trabajo en equipo,soft_skill
73,organización,soft_skill
73,Spanish,language
74,Python,must
74,AWS,must
74,GCP,must
74,Azure,must
74,Docker,nice
74,Kubernetes,nice
74,VoIP,nice
74,PBX,nice
74,SIP,nice
74,RPC,nice
74,Python,tech_stack
74,AWS,tech_stack
74,GCP,tech_stack
74,Azure,tech_stack
74,Docker,tech_stack
74,Kubernetes,tech_stack
74,VoIP,tech_stack
74,PBX,tech_stack
74,SIP,tech_stack
74,RPC,tech_stack
74,Comunicación,soft_skill
74,Liderazgo,soft_skill
74,Trabajo en equipo,soft_skill
74,Feedback,soft_skill
74,Aprendizaje continuo,soft_skill
74,Salario competitivo,benefit
74,Trabajo flexible,benefit
74,Cultura de feedback y aprendizaje continuo,benefit
74,Contrato indefinido,benefit
75,HTML5,must
75,JavaScript,must
75,CSS,must
75,React,must
75,C#,must
75,APIs RESTful,nice
75,Microsoft Azure,nice
75,Git,nice
75,TFS,nice
75,SQL Server,nice
75,MongoDB,nice
75,Python,nice
75,Java,nice
75,HTML5,tech_stack
75,JavaScript,tech_stack
75,CSS,tech_stack
75,React,tech_stack
75,C#,tech_stack
75,Microsoft Azure,tech_stack
75,Git,tech_stack
75,TFS,tech_stack
75,SQL Server,tech_stack
75,MongoDB,tech_stack
75,Python,tech_stack
75,Java,tech_stack
75,English,language
75,Spanish,language
75,Catalan,language
75,Contrato indefinido a jornada completa,benefit
75,Horario y condiciones laborales flexibles,benefit
75,Desarrollo de habilidades técnicas dentro de un entorno innovador y creativo,benefit
75,Buen ambiente de trabajo,benefit
75,Formación continua,benefit
76,Interpretación de planos técnicos,must
76,Uso de equipos de metrología,must
76,Cambio y calibrado de herramientas,must
76,Introducción de correctores a máquinas CNC,must
76,Programación CNC,nice
76,CNC,tech_stack
76,Resolutiva,soft_skill
76,Motivada,soft_skill
76,Compromiso,soft_skill
76,Organización,soft_skill
77,Diseño de arquitectura de software,must
77,Integración de IA,must
77,Desarrollo de pipelines RAG,must
77,Uso de LangChain,must
77,Uso de CrewAI,must
77,Uso de AutoGen,must
77,Integración con APIs,must
77,Gestión de servidores MCP,must
77,LLM,tech_stack
77,LangChain,tech_stack
77,CrewAI,tech_stack
77,AutoGen,tech_stack
77,APIs,tech_stack
77,Liderazgo,soft_skill
77,Coordinación de equipos,soft_skill
77,Aprendizaje continuo,soft_skill
78,HL7,must
78,FHIR,must
78,eIDAS 2.0,must
78,OIDC,must
78,HL7,tech_stack
78,FHIR,tech_stack
78,eIDAS 2.0,tech_stack
78,OIDC,tech_stack
78,coordination,soft_skill
78,collaboration,soft_skill
78,communication,soft_skill
78,documentation,soft_skill
79,Python,must
79,SQL,must
79,Machine Learning,must
79,Scikit-learn,must
79,TensorFlow,must
79,Keras,must
79,PyTorch,must
79,Autogen,must
79,CrewAi,must
79,GCP,must
79,AWS,must
79,Azure,must
79,MLOps,must
79,CI/CD,must
79,Containers,must
79,Kubernetes,must
79,Git,must
79,R,nice
79,Scala,nice
79,Java,nice
79,Python,tech_stack
79,SQL,tech_stack
79,Scikit-learn,tech_stack
79,TensorFlow,tech_stack
79,Keras,tech_stack
79,PyTorch,tech_stack
79,Autogen,tech_stack
79,CrewAi,tech_stack
79,GCP,tech_stack
79,AWS,tech_stack
79,Azure,tech_stack
79,Kubernetes,tech_stack
79,Git,tech_stack
