job_id,skill,importance,skill_norm
56,Object-Oriented Programming,nice,object-oriented programming
56,Recommendation Systems,nice,recommendation systems
56,Unsupervised Learning,nice,unsupervised learning
56,Ranking Systems,nice,ranking systems
56,Python,tech_stack,python
56,SQL,tech_stack,sql
56,TensorFlow,tech_stack,tensorflow
56,PyTorch,tech_stack,pytorch
56,Azure,tech_stack,azure
56,Docker,tech_stack,docker
56,Git,tech_stack,git
56,CI/CD,tech_stack,ci/cd
56,gRPC,tech_stack,grpc
56,TensorFlow Lite,tech_stack,tensorflow lite
56,RESTful APIs,tech_stack,restful apis
56,Agile,soft_skill,agile
56,Teamwork,soft_skill,teamwork
56,Project Ownership,soft_skill,project ownership
56,Communication,soft_skill,communication
56,English,language,english
56,Flexible schedule,benefit,flexible schedule
56,Remote work (optional),benefit,remote work (optional)
56,35 hours per week,benefit,35 hours per week
56,Medical and dental insurance,benefit,medical and dental insurance
56,Training and equipment budget,benefit,training and equipment budget
56,Microsoft certifications,benefit,microsoft certifications
56,English lessons,benefit,english lessons
56,Birthday day off,benefit,birthday day off
56,Monthly utility bonus,benefit,monthly utility bonus
56,Gym discount,benefit,gym discount
56,Team building events,benefit,team building events
56,"Additional perks (events, welcome pack, baby basket, Christmas basket, discount portal)",benefit,"additional perks (events, welcome pack, baby basket, christmas basket, discount portal)"
57,Python,must,python
57,Azure,must,azure
57,AWS,must,aws
57,Git,must,git
57,SQL,must,sql
57,Elasticsearch,must,elasticsearch
57,MongoDB,must,mongodb
57,Redis,must,redis
57,TensorFlow,must,tensorflow
57,PyTorch,must,pytorch
57,Hugging Face,must,hugging face
57,NLP,must,nlp
57,Computer Vision,must,computer vision
57,CNN,must,cnn
57,RNN,must,rnn
57,Transformers,must,transformers
57,LLMs,must,llms
57,Generative AI,must,generative ai
57,Statistics,must,statistics
57,Data Mining,must,data mining
57,Machine Learning,must,machine learning
57,Deep Learning,must,deep learning
57,Spanish,must,spanish
57,English,must,english
57,Docker,nice,docker
57,Kubernetes,nice,kubernetes
57,Software development lifecycle,nice,software development lifecycle
57,Industrial generative AI,nice,industrial generative ai
57,Search engine development,nice,search engine development
57,Anomaly detection,nice,anomaly detection
57,SHAP,nice,shap
57,Lime,nice,lime
57,Anchors,nice,anchors
57,Python,tech_stack,python
57,Azure,tech_stack,azure
57,AWS,tech_stack,aws
57,Git,tech_stack,git
57,SQL,tech_stack,sql
57,Elasticsearch,tech_stack,elasticsearch
57,MongoDB,tech_stack,mongodb
57,Redis,tech_stack,redis
57,TensorFlow,tech_stack,tensorflow
57,PyTorch,tech_stack,pytorch
57,Hugging Face,tech_stack,hugging face
57,Docker,tech_stack,docker
57,Kubernetes,tech_stack,kubernetes
57,SHAP,tech_stack,shap
57,Lime,tech_stack,lime
57,Anchors,tech_stack,anchors
57,Interpersonal communication,soft_skill,interpersonal communication
57,Customer orientation,soft_skill,customer orientation
57,Goal achievement,soft_skill,goal achievement
57,Teamwork,soft_skill,teamwork
57,Precision,soft_skill,precision
57,Stress tolerance,soft_skill,stress tolerance
57,Spanish,language,spanish
57,English,language,english
59,Python,must,python
59,C++,must,c++
59,Rust,must,rust
59,Jupyter Notebooks,must,jupyter notebooks
59,TensorFlow,must,tensorflow
59,PyTorch,must,pytorch
59,Keras,must,keras
59,scikit-learn,must,scikit-learn
59,MITRE,must,mitre
59,NIST,must,nist
59,CACAO,must,cacao
59,Máster en ciberseguridad industrial,nice,máster en ciberseguridad industrial
59,Doctorado,nice,doctorado
59,Publicaciones científicas,nice,publicaciones científicas
59,Técnicas de IA predictiva,nice,técnicas de ia predictiva
59,Técnicas de IA generativa,nice,técnicas de ia generativa
59,Python,tech_stack,python
59,C++,tech_stack,c++
59,Rust,tech_stack,rust
59,Jupyter Notebooks,tech_stack,jupyter notebooks
59,TensorFlow,tech_stack,tensorflow
59,PyTorch,tech_stack,pytorch
59,Keras,tech_stack,keras
59,scikit-learn,tech_stack,scikit-learn
59,MITRE,tech_stack,mitre
59,NIST,tech_stack,nist
59,CACAO,tech_stack,cacao
59,Creatividad,soft_skill,creatividad
59,Proactividad,soft_skill,proactividad
59,Responsabilidad,soft_skill,responsabilidad
59,Meticulosidad,soft_skill,meticulosidad
59,Resolución,soft_skill,resolución
59,Trabajo en equipo,soft_skill,trabajo en equipo
59,Habilidades interpersonales,soft_skill,habilidades interpersonales
59,Capacidad de interlocución con clientes,soft_skill,capacidad de interlocución con clientes
59,Inglés,language,inglés
59,Castellano,language,castellano
59,Medidas de conciliación vida personal y profesional,benefit,medidas de conciliación vida personal y profesional
59,Ambiente multicultural,benefit,ambiente multicultural
59,Desarrollo profesional,benefit,desarrollo profesional
60,Liderazgo de equipos de análisis de datos/IA,must,liderazgo de equipos de análisis de datos/ia
60,"Definición de metodologías, gobernanza y estándares de servicio",must,"definición de metodologías, gobernanza y estándares de servicio"
60,Social Listening y analítica de RRSS,must,social listening y analítica de rrss
60,Conocimiento de Salesforce Marketing Cloud y ecosistema CRM,must,conocimiento de salesforce marketing cloud y ecosistema crm
60,Administración de bases de datos SQL y NoSQL,must,administración de bases de datos sql y nosql
60,Diseño de modelos de datos y aseguramiento de calidad de datos,must,diseño de modelos de datos y aseguramiento de calidad de datos
60,Desarrollo e integración de APIs y conectores de redes sociales,must,desarrollo e integración de apis y conectores de redes sociales
60,Implementación de soluciones de IA end-to-end,must,implementación de soluciones de ia end-to-end
60,Seguridad y manejo de datos sensibles,must,seguridad y manejo de datos sensibles
60,Programación en Python,nice,programación en python
60,Programación en R,nice,programación en r
60,Construcción de pipelines (APIs/ETL/ELT),nice,construcción de pipelines (apis/etl/elt)
60,Orquestación con Airflow,nice,orquestación con airflow
60,Orquestación con Prefect,nice,orquestación con prefect
60,Versionado con Git,nice,versionado con git
60,Soluciones en la nube AWS,nice,soluciones en la nube aws
60,Soluciones en la nube GCP,nice,soluciones en la nube gcp
60,Soluciones en la nube Azure,nice,soluciones en la nube azure
60,Visualización con Tableau,nice,visualización con tableau
60,Visualización con Power BI,nice,visualización con power bi
60,Visualización con D3.js,nice,visualización con d3.js
60,Modelado causal,nice,modelado causal
60,Diseño de experimentos y evaluación de impacto,nice,diseño de experimentos y evaluación de impacto
60,Python,tech_stack,python
60,R,tech_stack,r
60,SQL,tech_stack,sql
60,NoSQL,tech_stack,nosql
60,Salesforce Marketing Cloud,tech_stack,salesforce marketing cloud
60,AWS,tech_stack,aws
60,GCP,tech_stack,gcp
60,Azure,tech_stack,azure
60,Airflow,tech_stack,airflow
60,Prefect,tech_stack,prefect
60,Git,tech_stack,git
60,Tableau,tech_stack,tableau
60,Power BI,tech_stack,power bi
60,D3.js,tech_stack,d3.js
60,APIs,tech_stack,apis
60,ETL,tech_stack,etl
60,ELT,tech_stack,elt
60,Data Lake,tech_stack,data lake
60,Data Warehouse,tech_stack,data warehouse
60,Storytelling ejecutivo,soft_skill,storytelling ejecutivo
60,Comunicación clara,soft_skill,comunicación clara
60,Gestión de talento,soft_skill,gestión de talento
60,Mentoring,soft_skill,mentoring
60,Hiring y onboarding,soft_skill,hiring y onboarding
60,Evaluación de desempeño,soft_skill,evaluación de desempeño
60,Trabajo en equipos multidisciplinarios,soft_skill,trabajo en equipos multidisciplinarios
60,Orientación a resultados,soft_skill,orientación a resultados
60,Análisis avanzado,soft_skill,análisis avanzado
60,Gestión de proyectos complejos,soft_skill,gestión de proyectos complejos
61,Microsoft 365,must,microsoft 365
61,Office 365,must,office 365
61,Copilot M365,must,copilot m365
61,MS Power Platform,must,ms power platform
61,Copilot Studio,must,copilot studio
61,Change Management,must,change management
61,Microsoft 365,tech_stack,microsoft 365
61,Office 365,tech_stack,office 365
61,Copilot M365,tech_stack,copilot m365
61,MS Power Platform,tech_stack,ms power platform
61,Copilot Studio,tech_stack,copilot studio
61,Buena comunicación,soft_skill,buena comunicación
62,Power Automate,must,power automate
62,Power Apps,must,power apps
62,AI Builder,must,ai builder
62,Copilot Studio,must,copilot studio
62,Dataverse,must,dataverse
62,Azure AI,must,azure ai
62,SharePoint,must,sharepoint
62,SQL Server,must,sql server
62,SAP,must,sap
62,Azure DevOps,must,azure devops
62,UiPath,nice,uipath
62,Power Automate,tech_stack,power automate
62,Power Apps,tech_stack,power apps
62,AI Builder,tech_stack,ai builder
62,Copilot Studio,tech_stack,copilot studio
62,Dataverse,tech_stack,dataverse
62,Azure AI,tech_stack,azure ai
62,SharePoint,tech_stack,sharepoint
62,SQL Server,tech_stack,sql server
62,SAP,tech_stack,sap
62,Azure DevOps,tech_stack,azure devops
62,colaboración,soft_skill,colaboración
62,comunicación,soft_skill,comunicación
62,aprendizaje continuo,soft_skill,aprendizaje continuo
62,trabajo en equipo,soft_skill,trabajo en equipo
62,mentoría,soft_skill,mentoría
62,Formación continua y certificaciones oficiales,benefit,formación continua y certificaciones oficiales
62,Flexibilidad y trabajo por objetivos,benefit,flexibilidad y trabajo por objetivos
62,Entorno colaborativo,benefit,entorno colaborativo
62,Proyectos de impacto,benefit,proyectos de impacto
63,Integración de plataformas CCTV,must,integración de plataformas cctv
63,Analíticas avanzadas de video,must,analíticas avanzadas de video
63,"Redes IP (VLAN, gateways, NAT, troubleshooting)",must,"redes ip (vlan, gateways, nat, troubleshooting)"
63,Gestión de tickets y SLA,must,gestión de tickets y sla
63,Comunicación,must,comunicación
63,Organización,must,organización
63,Atención al detalle,must,atención al detalle
63,"Certificaciones Axis, Hikvision, Avigilon, Milestone, CCNA",nice,"certificaciones axis, hikvision, avigilon, milestone, ccna"
63,"Scripting (PowerShell, Python)",nice,"scripting (powershell, python)"
63,"Familiaridad con ITIL y marcos de seguridad (ISO 27001, NIS2)",nice,"familiaridad con itil y marcos de seguridad (iso 27001, nis2)"
63,Experiencia en entornos de alta demanda y despliegues multi‑site,nice,experiencia en entornos de alta demanda y despliegues multi‑site
63,Milestone,tech_stack,milestone
63,Hikvision,tech_stack,hikvision
63,Avigilon,tech_stack,avigilon
63,Axis,tech_stack,axis
63,Python,tech_stack,python
63,PowerShell,tech_stack,powershell
63,IP,tech_stack,ip
63,VLAN,tech_stack,vlan
63,NAT,tech_stack,nat
63,Comunicación,soft_skill,comunicación
63,Organización,soft_skill,organización
63,Atención al detalle,soft_skill,atención al detalle
63,Liderazgo,soft_skill,liderazgo
63,Planificación,soft_skill,planificación
63,Priorización,soft_skill,priorización
63,Español,language,español
63,Inglés,language,inglés
63,Entorno innovador y dinámico,benefit,entorno innovador y dinámico
63,Formación y apoyo en certificaciones técnicas,benefit,formación y apoyo en certificaciones técnicas
63,"Proyecto con impacto real en clientes industriales, logísticos y de retail",benefit,"proyecto con impacto real en clientes industriales, logísticos y de retail"
63,Oportunidad de liderar estándares y escalar la operación,benefit,oportunidad de liderar estándares y escalar la operación
64,pasión por la tecnología y los videojuegos,must,pasión por la tecnología y los videojuegos
64,proactivo,must,proactivo
64,comunicativo,must,comunicativo
64,orientado a resultados,must,orientado a resultados
64,disponibilidad en fechas y horarios,must,disponibilidad en fechas y horarios
64,proactivo,soft_skill,proactivo
64,comunicativo,soft_skill,comunicativo
64,orientado a resultados,soft_skill,orientado a resultados
64,Formación completa en producto y técnicas de venta,benefit,formación completa en producto y técnicas de venta
64,Posibilidad de seguir en campañas tecnológicas de primer nivel,benefit,posibilidad de seguir en campañas tecnológicas de primer nivel
64,"Ambiente dinámico, innovador y con contacto directo con público gamer y tech",benefit,"ambiente dinámico, innovador y con contacto directo con público gamer y tech"
65,pasión por tecnología y videojuegos,must,pasión por tecnología y videojuegos
65,proactivo/a,must,proactivo/a
65,comunicativo/a,must,comunicativo/a
65,orientado/a a resultados,must,orientado/a a resultados
65,proactivo,soft_skill,proactivo
65,comunicativo,soft_skill,comunicativo
65,orientado a resultados,soft_skill,orientado a resultados
65,Formación completa en producto y técnicas de venta,benefit,formación completa en producto y técnicas de venta
65,Posibilidad de seguir en campañas tecnológicas de primer nivel,benefit,posibilidad de seguir en campañas tecnológicas de primer nivel
65,Ambiente dinámico e innovador con contacto directo con público gamer y tech,benefit,ambiente dinámico e innovador con contacto directo con público gamer y tech
65,Salario 9€/hora bruto + incentivos por objetivos,benefit,salario 9€/hora bruto + incentivos por objetivos
66,Proactivo/a,soft_skill,proactivo/a
66,Comunicativo/a,soft_skill,comunicativo/a
66,Orientado/a a resultados,soft_skill,orientado/a a resultados
66,Trabajo con público,soft_skill,trabajo con público
66,Formación completa en producto y técnicas de venta,benefit,formación completa en producto y técnicas de venta
66,Posibilidad de seguir en campañas tecnológicas de primer nivel,benefit,posibilidad de seguir en campañas tecnológicas de primer nivel
66,Ambiente dinámico e innovador,benefit,ambiente dinámico e innovador
66,Salario 9€/hora + incentivos,benefit,salario 9€/hora + incentivos
67,proactividad,must,proactividad
67,comunicación,must,comunicación
67,orientación a resultados,must,orientación a resultados
67,ventas,must,ventas
67,Realidad Virtual,tech_stack,realidad virtual
67,proactividad,soft_skill,proactividad
67,comunicación,soft_skill,comunicación
67,orientación a resultados,soft_skill,orientación a resultados
67,Formación remunerada,benefit,formación remunerada
67,Formación en producto y técnicas de venta,benefit,formación en producto y técnicas de venta
67,Posibilidad de seguir en campañas,benefit,posibilidad de seguir en campañas
67,Ambiente dinámico e innovador,benefit,ambiente dinámico e innovador
68,Comunicación,soft_skill,comunicación
68,Proactividad,soft_skill,proactividad
68,Orientación a resultados,soft_skill,orientación a resultados
68,Pasión por la tecnología,soft_skill,pasión por la tecnología
68,Pasión por los videojuegos,soft_skill,pasión por los videojuegos
68,Disponibilidad horaria,soft_skill,disponibilidad horaria
68,Formación completa en producto y técnicas de venta,benefit,formación completa en producto y técnicas de venta
68,Oportunidad de continuar en campañas tecnológicas de primer nivel,benefit,oportunidad de continuar en campañas tecnológicas de primer nivel
68,"Ambiente dinámico, innovador y lleno de energía gamer",benefit,"ambiente dinámico, innovador y lleno de energía gamer"
69,proactiva,soft_skill,proactiva
69,comunicativa,soft_skill,comunicativa
69,orientada a resultados,soft_skill,orientada a resultados
69,pasión por la tecnología y los videojuegos,soft_skill,pasión por la tecnología y los videojuegos
69,Formación completa en producto y técnicas de venta,benefit,formación completa en producto y técnicas de venta
69,Oportunidad de continuar en campañas tecnológicas de primer nivel,benefit,oportunidad de continuar en campañas tecnológicas de primer nivel
69,"Ambiente dinámico, innovador y lleno de energía gamer",benefit,"ambiente dinámico, innovador y lleno de energía gamer"
70,Comunicación,soft_skill,comunicación
70,Proactividad,soft_skill,proactividad
70,Orientación a resultados,soft_skill,orientación a resultados
70,Formación completa en producto y técnicas de venta,benefit,formación completa en producto y técnicas de venta
70,Oportunidad de continuar en campañas tecnológicas de primer nivel,benefit,oportunidad de continuar en campañas tecnológicas de primer nivel
70,"Ambiente dinámico, innovador y lleno de energía gamer",benefit,"ambiente dinámico, innovador y lleno de energía gamer"
71,pasión por tecnología,must,pasión por tecnología
71,pasión por videojuegos,must,pasión por videojuegos
71,proactiva,must,proactiva
71,comunicativa,must,comunicativa
71,orientada a resultados,must,orientada a resultados
71,disponibilidad en fechas y horarios,must,disponibilidad en fechas y horarios
71,proactividad,soft_skill,proactividad
71,comunicación,soft_skill,comunicación
71,orientación a resultados,soft_skill,orientación a resultados
71,trato con el público,soft_skill,trato con el público
71,Formación completa en producto y técnicas de venta,benefit,formación completa en producto y técnicas de venta
71,Posibilidad de seguir en campañas tecnológicas de primer nivel,benefit,posibilidad de seguir en campañas tecnológicas de primer nivel
71,Ambiente dinámico e innovador,benefit,ambiente dinámico e innovador
72,Cloud,must,cloud
72,Data,must,data
72,Artificial Intelligence,must,artificial intelligence
72,Machine Learning,must,machine learning
72,DevOps,must,devops
72,CI/CD,must,ci/cd
72,ETL,must,etl
72,Cloud Governance,must,cloud governance
72,Data Governance,must,data governance
72,Comunicación,soft_skill,comunicación
72,Presentación,soft_skill,presentación
72,Orientación al cliente,soft_skill,orientación al cliente
72,Organización,soft_skill,organización
72,Creatividad,soft_skill,creatividad
72,Compromiso,soft_skill,compromiso
72,Inglés,language,inglés
72,Flexibilidad horaria,benefit,flexibilidad horaria
72,Trabajo remoto,benefit,trabajo remoto
72,"Plan retributivo flexible (tarjeta de comida, seguro médico privado, tickets guardería)",benefit,"plan retributivo flexible (tarjeta de comida, seguro médico privado, tickets guardería)"
72,Seguro de vida y accidentes,benefit,seguro de vida y accidentes
72,Programa de bienestar físico y emocional,benefit,programa de bienestar físico y emocional
72,Formación y desarrollo profesional,benefit,formación y desarrollo profesional
72,"Igualdad de oportunidades, diversidad e inclusión",benefit,"igualdad de oportunidades, diversidad e inclusión"
73,docencia,must,docencia
73,tutoría en teleformación,must,tutoría en teleformación
73,conocimientos en IA generativa,must,conocimientos en ia generativa
73,ChatGPT,tech_stack,chatgpt
73,Inteligencia Artificial Generativa,tech_stack,inteligencia artificial generativa
73,comunicación,soft_skill,comunicación
73,trabajo en equipo,soft_skill,trabajo en equipo
73,organización,soft_skill,organización
73,Spanish,language,spanish
74,Python,must,python
74,AWS,must,aws
74,GCP,must,gcp
74,Azure,must,azure
74,Docker,nice,docker
74,Kubernetes,nice,kubernetes
74,VoIP,nice,voip
74,PBX,nice,pbx
74,SIP,nice,sip
74,RPC,nice,rpc
74,Python,tech_stack,python
74,AWS,tech_stack,aws
74,GCP,tech_stack,gcp
74,Azure,tech_stack,azure
74,Docker,tech_stack,docker
74,Kubernetes,tech_stack,kubernetes
74,VoIP,tech_stack,voip
74,PBX,tech_stack,pbx
74,SIP,tech_stack,sip
74,RPC,tech_stack,rpc
74,Comunicación,soft_skill,comunicación
74,Liderazgo,soft_skill,liderazgo
74,Trabajo en equipo,soft_skill,trabajo en equipo
74,Feedback,soft_skill,feedback
74,Aprendizaje continuo,soft_skill,aprendizaje continuo
74,Salario competitivo,benefit,salario competitivo
74,Trabajo flexible,benefit,trabajo flexible
74,Cultura de feedback y aprendizaje continuo,benefit,cultura de feedback y aprendizaje continuo
74,Contrato indefinido,benefit,contrato indefinido
75,HTML5,must,html5
75,JavaScript,must,javascript
75,CSS,must,css
75,React,must,react
75,C#,must,c#
75,APIs RESTful,nice,apis restful
75,Microsoft Azure,nice,microsoft azure
75,Git,nice,git
75,TFS,nice,tfs
75,SQL Server,nice,sql server
75,MongoDB,nice,mongodb
75,Python,nice,python
75,Java,nice,java
75,HTML5,tech_stack,html5
75,JavaScript,tech_stack,javascript
75,CSS,tech_stack,css
75,React,tech_stack,react
75,C#,tech_stack,c#
75,Microsoft Azure,tech_stack,microsoft azure
75,Git,tech_stack,git
75,TFS,tech_stack,tfs
75,SQL Server,tech_stack,sql server
75,MongoDB,tech_stack,mongodb
75,Python,tech_stack,python
75,Java,tech_stack,java
75,English,language,english
75,Spanish,language,spanish
75,Catalan,language,catalan
75,Contrato indefinido a jornada completa,benefit,contrato indefinido a jornada completa
75,Horario y condiciones laborales flexibles,benefit,horario y condiciones laborales flexibles
75,Desarrollo de habilidades técnicas dentro de un entorno innovador y creativo,benefit,desarrollo de habilidades técnicas dentro de un entorno innovador y creativo
75,Buen ambiente de trabajo,benefit,buen ambiente de trabajo
75,Formación continua,benefit,formación continua
76,Interpretación de planos técnicos,must,interpretación de planos técnicos
76,Uso de equipos de metrología,must,uso de equipos de metrología
76,Cambio y calibrado de herramientas,must,cambio y calibrado de herramientas
76,Introducción de correctores a máquinas CNC,must,introducción de correctores a máquinas cnc
76,Programación CNC,nice,programación cnc
76,CNC,tech_stack,cnc
76,Resolutiva,soft_skill,resolutiva
76,Motivada,soft_skill,motivada
76,Compromiso,soft_skill,compromiso
76,Organización,soft_skill,organización
77,Diseño de arquitectura de software,must,diseño de arquitectura de software
77,Integración de IA,must,integración de ia
77,Desarrollo de pipelines RAG,must,desarrollo de pipelines rag
77,Uso de LangChain,must,uso de langchain
77,Uso de CrewAI,must,uso de crewai
77,Uso de AutoGen,must,uso de autogen
77,Integración con APIs,must,integración con apis
77,Gestión de servidores MCP,must,gestión de servidores mcp
77,LLM,tech_stack,llm
77,LangChain,tech_stack,langchain
77,CrewAI,tech_stack,crewai
77,AutoGen,tech_stack,autogen
77,APIs,tech_stack,apis
77,Liderazgo,soft_skill,liderazgo
77,Coordinación de equipos,soft_skill,coordinación de equipos
77,Aprendizaje continuo,soft_skill,aprendizaje continuo
78,HL7,must,hl7
78,FHIR,must,fhir
78,eIDAS 2.0,must,eidas 2.0
78,OIDC,must,oidc
78,HL7,tech_stack,hl7
78,FHIR,tech_stack,fhir
78,eIDAS 2.0,tech_stack,eidas 2.0
78,OIDC,tech_stack,oidc
78,coordination,soft_skill,coordination
78,collaboration,soft_skill,collaboration
78,communication,soft_skill,communication
78,documentation,soft_skill,documentation
79,Python,must,python
79,SQL,must,sql
79,Machine Learning,must,machine learning
79,Scikit-learn,must,scikit-learn
79,TensorFlow,must,tensorflow
79,Keras,must,keras
79,PyTorch,must,pytorch
79,Autogen,must,autogen
79,CrewAi,must,crewai
79,GCP,must,gcp
79,AWS,must,aws
79,Azure,must,azure
79,MLOps,must,mlops
79,CI/CD,must,ci/cd
79,Containers,must,containers
79,Kubernetes,must,kubernetes
79,Git,must,git
79,R,nice,r
79,Scala,nice,scala
79,Java,nice,java
79,Python,tech_stack,python
79,SQL,tech_stack,sql
79,Scikit-learn,tech_stack,scikit-learn
79,TensorFlow,tech_stack,tensorflow
79,Keras,tech_stack,keras
79,PyTorch,tech_stack,pytorch
79,Autogen,tech_stack,autogen
79,CrewAi,tech_stack,crewai
79,GCP,tech_stack,gcp
79,AWS,tech_stack,aws
79,Azure,tech_stack,azure
79,Kubernetes,tech_stack,kubernetes
79,Git,tech_stack,git
79,CI/CD,tech_stack,ci/cd
79,Containers,tech_stack,containers
79,Communication,soft_skill,communication
79,Collaboration,soft_skill,collaboration
79,Knowledge sharing,soft_skill,knowledge sharing
79,Ability to simplify complex concepts,soft_skill,ability to simplify complex concepts
79,Variable pay 6%,benefit,variable pay 6%
79,Profit sharing,benefit,profit sharing
79,Holiday bonus 1%,benefit,holiday bonus 1%
79,Vehicle purchase discounts,benefit,vehicle purchase discounts
79,Gift vouchers (200-400€),benefit,gift vouchers (200-400€)
79,Remote work (2 days office),benefit,remote work (2 days office)
79,IT equipment + internet allowance,benefit,it equipment + internet allowance
79,Training plan,benefit,training plan
79,Career development plan,benefit,career development plan
79,Internal mobility every 3 years,benefit,internal mobility every 3 years
79,Meal tickets (10€),benefit,meal tickets (10€)
79,10 RTT days,benefit,10 rtt days
80,n8n,must,n8n
80,Make,must,make
80,Integromat,must,integromat
80,Zapier,must,zapier
80,Python,must,python
80,REST APIs,must,rest apis
80,AI voice APIs,must,ai voice apis
80,AI text APIs,must,ai text apis
80,Twilio,must,twilio
80,Asterisk,must,asterisk
80,MySQL,nice,mysql
80,Airtable,nice,airtable
80,PostgreSQL,nice,postgresql
80,Node.js,nice,node.js
80,JavaScript,nice,javascript
80,Startup experience,nice,startup experience
80,SaaS,nice,saas
80,CRM integration,nice,crm integration
80,Bot development,nice,bot development
80,Python,tech_stack,python
80,n8n,tech_stack,n8n
80,Make,tech_stack,make
80,Integromat,tech_stack,integromat
80,Zapier,tech_stack,zapier
80,OpenAI API,tech_stack,openai api
80,ElevenLabs,tech_stack,elevenlabs
80,Whisper,tech_stack,whisper
80,Twilio,tech_stack,twilio
80,Asterisk,tech_stack,asterisk
80,MySQL,tech_stack,mysql
80,Airtable,tech_stack,airtable
80,PostgreSQL,tech_stack,postgresql
80,Node.js,tech_stack,node.js
80,JavaScript,tech_stack,javascript
80,Problem‑solving,soft_skill,problem‑solving
80,Curiosity,soft_skill,curiosity
80,Innovation mindset,soft_skill,innovation mindset
80,Business process understanding,soft_skill,business process understanding
80,Collaboration,soft_skill,collaboration
80,Flexibility,soft_skill,flexibility
80,Flexibilidad horaria,benefit,flexibilidad horaria
80,Entorno creativo,benefit,entorno creativo
80,Participación en desarrollo de productos innovadores,benefit,participación en desarrollo de productos innovadores
80,Oportunidad de crecimiento a largo plazo,benefit,oportunidad de crecimiento a largo plazo
81,n8n,must,n8n
81,Make,must,make
81,Integromat,must,integromat
81,Zapier,must,zapier
81,Python,must,python
81,REST APIs,must,rest apis
81,API integration,must,api integration
81,Voice AI,must,voice ai
81,ElevenLabs,must,elevenlabs
81,OpenAI API,must,openai api
81,Whisper,must,whisper
81,Twilio,must,twilio
81,Asterisk,must,asterisk
81,MySQL,nice,mysql
81,Airtable,nice,airtable
81,PostgreSQL,nice,postgresql
81,Node.js,nice,node.js
81,JavaScript,nice,javascript
81,CRM integration,nice,crm integration
81,Bots,nice,bots
81,Startup experience,nice,startup experience
81,SaaS experience,nice,saas experience
81,Python,tech_stack,python
81,n8n,tech_stack,n8n
81,Make,tech_stack,make
81,Integromat,tech_stack,integromat
81,Zapier,tech_stack,zapier
81,OpenAI API,tech_stack,openai api
81,ElevenLabs,tech_stack,elevenlabs
81,Whisper,tech_stack,whisper
81,Twilio,tech_stack,twilio
81,Asterisk,tech_stack,asterisk
81,MySQL,tech_stack,mysql
81,Airtable,tech_stack,airtable
81,PostgreSQL,tech_stack,postgresql
81,Node.js,tech_stack,node.js
81,JavaScript,tech_stack,javascript
81,Problem‑solving,soft_skill,problem‑solving
81,Curiosity,soft_skill,curiosity
81,Innovation mindset,soft_skill,innovation mindset
81,Business process understanding,soft_skill,business process understanding
81,Collaboration,soft_skill,collaboration
81,Creativity,soft_skill,creativity
81,Flexible hours,benefit,flexible hours
81,Creative environment,benefit,creative environment
81,Long‑term collaboration,benefit,long‑term collaboration
81,Growth opportunities,benefit,growth opportunities
82,Python,must,python
82,REST APIs,must,rest apis
82,n8n,must,n8n
82,Make,must,make
82,Integromat,must,integromat
82,Zapier,must,zapier
82,ElevenLabs,must,elevenlabs
82,OpenAI,must,openai
82,Whisper,must,whisper
82,Twilio,must,twilio
82,Asterisk,must,asterisk
82,MySQL,nice,mysql
82,PostgreSQL,nice,postgresql
82,Airtable,nice,airtable
82,Node.js,nice,node.js
82,JavaScript,nice,javascript
82,CRM integration,nice,crm integration
82,bot development,nice,bot development
82,startup experience,nice,startup experience
82,SaaS,nice,saas
82,Python,tech_stack,python
82,n8n,tech_stack,n8n
82,Make,tech_stack,make
82,Integromat,tech_stack,integromat
82,Zapier,tech_stack,zapier
82,ElevenLabs,tech_stack,elevenlabs
82,OpenAI,tech_stack,openai
82,Whisper,tech_stack,whisper
82,Twilio,tech_stack,twilio
82,Asterisk,tech_stack,asterisk
82,MySQL,tech_stack,mysql
82,PostgreSQL,tech_stack,postgresql
82,Airtable,tech_stack,airtable
82,Node.js,tech_stack,node.js
82,JavaScript,tech_stack,javascript
82,problem‑solving,soft_skill,problem‑solving
82,curiosity,soft_skill,curiosity
82,innovation,soft_skill,innovation
82,collaboration,soft_skill,collaboration
82,flexibility,soft_skill,flexibility
82,creativity,soft_skill,creativity
82,flexibilidad horaria,benefit,flexibilidad horaria
82,entorno creativo,benefit,entorno creativo
82,participación en desarrollo de productos innovadores,benefit,participación en desarrollo de productos innovadores
82,posibilidad de colaboración a largo plazo,benefit,posibilidad de colaboración a largo plazo
82,crecimiento dentro del equipo,benefit,crecimiento dentro del equipo
83,Python,must,python
83,APIs REST,must,apis rest
83,Automatización de procesos,must,automatización de procesos
83,Integración de CRM,must,integración de crm
83,Twilio,must,twilio
83,Asterisk,must,asterisk
83,ElevenLabs,must,elevenlabs
83,OpenAI,must,openai
83,Whisper,must,whisper
83,Zapier,must,zapier
83,Make (Integromat),must,make (integromat)
83,Conexión de APIs,must,conexión de apis
83,MySQL,nice,mysql
83,PostgreSQL,nice,postgresql
83,Airtable,nice,airtable
83,Node.js,nice,node.js
83,JavaScript,nice,javascript
83,Experiencia en startups,nice,experiencia en startups
83,Experiencia en SaaS,nice,experiencia en saas
83,Creación de bots de atención automática,nice,creación de bots de atención automática
83,Python,tech_stack,python
83,APIs REST,tech_stack,apis rest
